DR,A%,DF%,1stIn,1st%,2nd%
1.12,0.0%,1.6%,57.1%,72.2%,59.3%
1.33,5.8%,0.0%,65.2%,68.9%,58.3%
1.44,7.1%,0.0%,64.3%,83.3%,80.0%
0.68,1.6%,1.6%,74.2%,56.5%,25.0%
1.06,4.5%,2.2%,58.4%,67.3%,67.6%
0.92,1.4%,0.0%,76.7%,66.1%,41.2%
0.65,1.9%,7.5%,66.0%,57.1%,44.4%
0.72,1.5%,3.0%,53.0%,71.4%,48.4%
1.22,3.8%,0.0%,71.7%,76.3%,40.0%
0.73,0.0%,6.6%,59.0%,63.9%,44.0%
0.63,4.4%,6.7%,37.8%,70.6%,39.3%
1.09,17.9%,1.8%,55.4%,87.1%,76.0%
0.97,3.9%,1.3%,64.5%,71.4%,51.9%
1.70,10.3%,1.7%,63.8%,70.3%,81.0%
0.90,12.3%,1.4%,71.2%,73.1%,61.9%
2.15,18.8%,0.0%,75.0%,83.3%,75.0%
1.28,5.8%,2.9%,56.5%,69.2%,56.7%
1.12,16.7%,0.0%,69.7%,82.6%,65.0%
1.25,14.3%,4.3%,54.3%,81.6%,68.8%
1.02,10.3%,1.1%,58.6%,70.6%,58.3%
1.18,16.9%,2.6%,61.0%,80.9%,56.7%
0.78,5.9%,1.5%,70.6%,70.8%,60.0%
0.89,10.0%,1.3%,67.5%,73.1%,51.9%
1.90,12.1%,0.0%,54.5%,77.8%,66.7%
0.90,11.4%,1.8%,70.2%,72.5%,50.0%
0.73,6.0%,2.4%,71.1%,64.4%,58.3%
3.37,20.6%,0.0%,70.6%,91.7%,60.0%
0.68,0.0%,0.0%,74.0%,59.3%,36.8%
1.13,12.6%,6.3%,63.2%,83.3%,54.3%
1.39,19.2%,5.8%,55.8%,89.7%,47.8%
3.87,24.1%,0.0%,55.2%,81.3%,84.6%
1.19,15.7%,0.0%,60.2%,78.5%,65.1%
1.33,13.0%,3.0%,57.0%,77.2%,72.1%
0.36,0.0%,15.9%,56.8%,72.0%,21.1%
1.40,10.5%,0.0%,61.4%,71.4%,63.6%
1.59,16.7%,1.9%,63.0%,79.4%,50.0%
1.53,10.6%,3.0%,63.6%,81.0%,66.7%
1.02,11.7%,3.9%,59.7%,80.4%,64.5%
1.29,14.9%,1.5%,65.7%,79.5%,56.5%
2.11,18.4%,2.0%,71.4%,85.7%,57.1%
1.95,17.8%,2.2%,64.4%,75.9%,75.0%
3.31,29.4%,0.0%,58.8%,95.0%,64.3%
0.56,0.0%,2.2%,57.8%,34.6%,36.8%
1.51,6.1%,3.0%,63.6%,81.0%,66.7%
0.92,12.5%,2.8%,69.4%,82.0%,45.5%
4.40,6.3%,3.1%,65.6%,90.5%,81.8%
1.87,8.7%,4.3%,50.0%,87.0%,60.9%
1.71,7.3%,5.5%,60.0%,75.8%,68.2%
1.48,16.7%,5.6%,55.6%,76.7%,54.2%
3.04,20.0%,2.9%,54.3%,78.9%,87.5%
1.41,6.0%,6.0%,54.0%,63.0%,60.9%
0.88,9.2%,3.4%,58.6%,74.5%,47.2%
0.78,11.1%,1.6%,74.6%,70.2%,62.5%
1.13,7.7%,0.0%,79.5%,80.6%,56.3%
1.37,30.2%,1.6%,71.4%,73.3%,66.7%
1.04,6.3%,2.5%,57.0%,71.1%,55.9%
1.34,12.3%,4.1%,64.4%,83.0%,34.6%
1.73,11.5%,1.9%,59.6%,83.9%,52.4%
0.85,6.1%,1.2%,65.9%,61.1%,50.0%
0.53,3.4%,1.7%,63.8%,48.6%,42.9%
2.51,5.4%,0.0%,64.9%,79.2%,76.9%
1.65,3.8%,0.0%,75.0%,76.9%,53.8%
0.82,0.0%,2.7%,61.6%,64.4%,35.7%
1.20,8.3%,1.0%,63.5%,67.2%,62.9%
0.88,7.0%,1.8%,64.9%,70.3%,50.0%
2.12,8.5%,2.1%,66.0%,74.2%,62.5%
0.93,11.0%,3.3%,59.3%,85.2%,54.1%
0.82,9.6%,2.1%,77.7%,72.6%,61.9%
0.41,3.8%,1.9%,61.5%,53.1%,60.0%
0.80,2.8%,3.8%,68.9%,64.4%,42.4%
0.45,1.5%,2.9%,69.1%,63.8%,28.6%
2.01,9.4%,1.9%,67.9%,80.6%,64.7%
0.83,9.4%,0.9%,75.5%,71.3%,57.7%
0.63,6.5%,1.6%,67.7%,47.6%,50.0%
1.08,1.3%,2.7%,70.7%,69.8%,54.5%
2.08,9.1%,0.0%,63.6%,82.1%,68.8%
0.68,10.4%,2.1%,68.8%,57.6%,40.0%
1.37,7.4%,0.0%,64.8%,74.3%,47.4%
1.23,1.2%,2.4%,67.9%,70.2%,51.9%
0.90,10.5%,5.8%,61.6%,71.7%,48.5%
1.78,13.7%,0.0%,68.6%,80.0%,68.8%
2.18,20.5%,0.0%,61.4%,85.2%,76.5%
1.34,4.3%,0.0%,71.7%,54.5%,69.2%
1.03,9.8%,0.0%,73.9%,69.1%,58.3%
0.98,14.4%,0.0%,67.0%,78.5%,53.1%
1.13,13.8%,2.5%,76.3%,73.8%,52.6%
0.66,2.9%,4.3%,50.0%,57.1%,42.9%
1.01,7.5%,2.8%,57.5%,67.2%,53.3%
0.68,14.3%,2.0%,49.0%,70.8%,60.0%
0.98,10.9%,1.8%,76.4%,83.3%,30.8%
1.74,23.5%,1.0%,61.2%,83.3%,76.3%
1.70,18.0%,1.6%,70.5%,83.7%,55.6%
1.73,11.7%,0.0%,66.7%,80.0%,75.0%
