DR,A%,DF%,1stIn,1st%,2nd%
2.17,5.3%,2.6%,60.5%,87.0%,53.3%
0.97,4.5%,7.3%,50.9%,67.9%,37.0%
0.60,4.7%,9.4%,45.3%,65.5%,40.0%
0.70,4.8%,1.6%,52.4%,54.5%,63.3%
0.55,5.0%,3.3%,60.0%,69.4%,25.0%
1.78,4.1%,0.0%,75.5%,78.4%,66.7%
1.11,14.0%,8.1%,55.8%,79.2%,42.1%
0.63,5.7%,5.7%,60.0%,69.0%,53.6%
1.65,5.1%,8.5%,52.5%,83.9%,57.1%
0.82,6.4%,2.6%,57.7%,53.3%,57.6%
1.22,1.4%,5.5%,57.5%,76.2%,38.7%
1.15,9.6%,4.1%,50.7%,67.6%,55.6%
1.98,5.1%,7.7%,64.1%,80.0%,64.3%
0.67,9.5%,7.1%,60.7%,58.8%,60.6%
0.98,1.2%,4.2%,61.1%,62.7%,47.7%
