DR,A%,DF%,1stIn,1st%,2nd%
0.66,8.6%,2.2%,78.5%,69.9%,55.0%
1.22,13.5%,3.1%,64.6%,79.0%,47.1%
1.42,18.1%,2.6%,62.9%,76.7%,65.1%
0.54,7.6%,3.0%,66.7%,61.4%,50.0%
1.09,8.2%,1.8%,66.4%,78.1%,67.6%
1.37,9.5%,0.0%,65.1%,80.5%,59.1%
0.97,9.5%,6.3%,55.8%,67.9%,47.6%
0.69,8.1%,2.0%,58.6%,74.1%,56.1%
1.20,6.9%,4.9%,53.9%,76.4%,53.2%
2.67,16.7%,2.4%,81.0%,88.2%,50.0%
0.96,12.2%,2.7%,58.1%,76.7%,45.2%
1.52,8.6%,3.4%,69.0%,72.5%,77.8%
0.56,14.0%,8.0%,58.0%,69.0%,47.6%
1.24,33.3%,1.4%,65.2%,82.2%,45.8%
1.54,24.6%,1.8%,73.7%,73.8%,66.7%
1.67,21.3%,0.0%,75.4%,87.0%,60.0%
1.60,17.2%,3.4%,67.2%,79.5%,73.7%
0.95,11.2%,8.4%,58.9%,68.3%,38.6%
0.83,7.8%,5.2%,61.2%,71.8%,48.9%
1.33,7.7%,1.9%,57.7%,78.3%,77.3%
1.25,5.9%,1.5%,50.0%,79.4%,55.9%
2.00,14.0%,2.0%,66.0%,84.8%,76.5%
0.78,16.7%,6.3%,50.0%,83.3%,45.8%
0.74,12.7%,6.3%,61.1%,66.2%,51.0%
1.23,12.0%,5.6%,56.5%,78.7%,42.6%
0.80,9.3%,5.6%,59.3%,53.1%,50.0%
0.54,7.1%,7.1%,51.8%,86.2%,44.4%
1.11,12.5%,3.1%,63.5%,78.7%,48.6%
1.05,12.0%,4.0%,62.0%,79.0%,50.0%
0.82,8.5%,5.3%,60.6%,63.2%,43.2%
1.29,8.7%,2.9%,60.9%,73.8%,59.3%
0.78,11.3%,11.3%,64.5%,65.0%,45.5%
1.71,15.3%,3.4%,59.3%,74.3%,70.8%
0.76,3.4%,4.1%,67.6%,71.0%,39.6%
1.27,14.4%,11.1%,70.0%,71.4%,44.4%
0.50,7.1%,8.9%,60.7%,58.8%,40.9%
0.88,8.7%,5.8%,65.4%,67.6%,55.6%
1.37,6.9%,2.8%,73.6%,75.5%,52.6%
0.81,7.3%,3.7%,61.0%,80.0%,62.5%
0.60,8.9%,2.4%,68.5%,71.8%,48.7%
1.10,6.7%,1.3%,70.7%,73.6%,45.5%
1.31,9.5%,3.4%,65.5%,69.7%,62.5%
0.83,7.8%,5.2%,53.2%,70.7%,47.2%
0.94,8.8%,4.4%,68.1%,79.2%,41.7%
1.59,7.0%,10.5%,50.9%,82.8%,71.4%
0.72,1.2%,0.0%,59.3%,58.3%,60.6%
1.02,9.5%,6.0%,67.9%,78.9%,44.4%
1.51,3.6%,1.8%,70.9%,76.9%,62.5%
1.25,11.1%,0.9%,65.7%,84.5%,51.4%
0.71,7.2%,3.6%,68.7%,56.1%,53.8%
1.18,3.7%,4.9%,69.1%,76.8%,48.0%
0.93,10.0%,10.0%,71.7%,74.4%,52.9%
1.44,2.3%,4.5%,52.3%,78.3%,42.9%
1.51,7.9%,4.8%,71.4%,73.3%,66.7%
1.04,10.4%,7.4%,63.0%,76.5%,42.0%
0.68,8.1%,4.5%,55.9%,72.6%,44.9%
0.88,6.7%,1.9%,61.0%,71.9%,56.1%
0.89,15.0%,6.0%,63.0%,79.4%,45.9%
1.35,12.9%,1.4%,61.4%,86.0%,48.1%
0.98,12.6%,1.9%,61.2%,81.0%,47.5%
2.73,25.0%,0.0%,50.0%,100.0%,66.7%
0.95,15.4%,1.9%,73.1%,73.7%,57.1%
1.38,17.7%,3.8%,68.4%,88.9%,44.0%
0.80,14.0%,2.0%,57.0%,75.4%,53.5%
1.02,10.0%,3.6%,58.2%,81.3%,58.7%
0.79,7.7%,5.4%,60.0%,69.2%,44.2%
0.40,4.3%,10.9%,54.3%,68.0%,38.1%
1.05,14.8%,2.3%,62.5%,76.4%,60.6%
1.11,9.3%,5.9%,64.4%,75.0%,45.2%
0.86,16.2%,8.8%,48.5%,75.8%,51.4%
0.73,17.3%,1.3%,60.0%,66.7%,46.7%
1.27,17.6%,2.7%,59.5%,81.8%,50.0%
1.63,15.6%,3.1%,51.6%,84.8%,67.7%
1.29,6.1%,2.4%,61.0%,80.0%,53.1%
0.71,11.8%,5.9%,58.8%,82.5%,39.3%
0.94,21.5%,8.6%,55.9%,80.8%,58.5%
1.03,15.8%,10.9%,43.6%,93.2%,49.1%
1.54,13.6%,3.4%,67.8%,92.5%,57.9%
1.73,23.4%,4.3%,59.6%,85.7%,57.9%
0.92,16.0%,10.7%,52.0%,82.1%,38.9%
1.51,3.6%,10.7%,50.0%,78.6%,57.1%
0.90,10.8%,6.5%,61.3%,71.9%,33.3%
0.66,10.1%,7.3%,56.9%,72.6%,38.3%
