DR,A%,DF%,1stIn,1st%,2nd%
2.92,18.9%,0.0%,59.5%,86.4%,66.7%
0.59,1.6%,1.6%,66.1%,73.2%,52.4%
1.38,1.3%,2.6%,51.3%,76.9%,73.0%
0.61,2.4%,6.0%,49.4%,78.0%,28.6%
1.28,3.9%,2.0%,64.7%,78.8%,47.2%
2.10,4.3%,6.5%,58.7%,81.5%,73.7%
0.74,1.6%,0.0%,61.9%,69.2%,45.8%
1.28,7.5%,1.1%,75.3%,68.6%,52.2%
1.06,10.1%,1.0%,70.7%,65.7%,55.2%
1.27,5.7%,1.9%,62.9%,72.7%,64.1%
0.69,8.8%,1.8%,57.9%,69.7%,33.3%
1.43,3.6%,1.8%,64.3%,69.4%,60.0%
1.48,4.6%,0.0%,67.7%,84.1%,66.7%
1.42,12.1%,3.0%,51.5%,82.4%,62.5%
1.11,0.0%,2.4%,74.7%,74.2%,42.9%
1.06,3.8%,2.6%,42.3%,78.8%,55.6%
1.06,2.0%,2.9%,62.7%,65.6%,57.9%
1.50,4.7%,7.0%,55.8%,79.2%,47.4%
2.78,10.0%,0.0%,75.0%,83.3%,70.0%
0.76,0.8%,4.8%,53.2%,68.2%,44.8%
0.56,6.2%,4.6%,66.2%,69.8%,36.4%
1.14,1.7%,1.7%,54.2%,71.9%,51.9%
0.91,1.8%,4.4%,62.3%,70.4%,48.8%
1.23,1.8%,4.5%,59.1%,75.4%,53.3%
0.86,0.0%,0.0%,59.2%,66.2%,59.2%
0.84,0.0%,2.5%,73.9%,65.9%,41.9%
1.70,8.5%,0.0%,66.0%,77.4%,62.5%
0.99,2.9%,4.4%,67.6%,73.9%,59.1%
1.03,2.3%,2.3%,63.3%,70.4%,53.2%
0.79,3.2%,4.3%,61.7%,72.4%,47.2%
1.30,6.6%,2.6%,72.4%,74.5%,42.9%
1.44,12.5%,4.2%,60.4%,82.8%,47.4%
1.20,1.1%,1.1%,76.1%,71.6%,52.4%
0.80,1.8%,2.6%,63.2%,65.3%,59.5%
1.96,7.0%,2.8%,56.3%,87.5%,54.8%
1.37,7.2%,2.1%,51.5%,76.0%,53.2%
1.11,1.2%,1.2%,68.7%,66.7%,53.8%
1.33,1.6%,3.2%,61.9%,64.1%,54.2%
0.95,4.0%,2.0%,51.0%,68.6%,55.1%
0.79,0.0%,0.0%,55.2%,67.6%,46.7%
1.17,2.0%,0.0%,61.8%,66.7%,56.4%
1.81,14.3%,1.8%,66.1%,83.8%,63.2%
1.29,4.5%,2.3%,67.0%,83.1%,41.4%
0.55,3.5%,1.8%,66.7%,52.6%,52.6%
1.60,2.0%,4.1%,79.6%,76.9%,40.0%
0.92,4.9%,1.6%,60.7%,75.7%,45.8%
1.61,5.1%,3.4%,69.5%,70.7%,50.0%
1.16,3.3%,1.1%,61.1%,67.3%,54.3%
1.37,4.7%,1.6%,59.4%,76.3%,46.2%
1.81,11.5%,3.3%,54.1%,81.8%,60.7%
0.66,3.7%,4.9%,59.8%,57.1%,48.5%
1.93,2.8%,7.0%,54.9%,74.4%,65.6%
1.40,2.4%,1.2%,64.6%,71.7%,69.0%
0.73,5.8%,1.9%,65.4%,61.8%,47.2%
1.81,13.0%,1.4%,65.2%,77.8%,75.0%
0.41,0.0%,7.1%,71.4%,60.0%,25.0%
1.52,1.6%,4.8%,53.2%,87.9%,55.2%
1.21,6.3%,2.5%,53.2%,76.2%,56.8%
1.83,6.4%,2.1%,48.9%,73.9%,75.0%
1.70,5.8%,1.9%,50.0%,92.3%,53.8%
0.85,3.1%,0.0%,67.7%,56.8%,52.4%
0.78,1.1%,3.3%,53.3%,62.5%,45.2%
1.27,8.6%,4.3%,60.0%,71.4%,53.6%
0.91,14.3%,2.5%,70.6%,70.2%,51.4%
3.95,7.1%,0.0%,67.9%,89.5%,77.8%
1.31,3.6%,2.4%,72.3%,76.7%,43.5%
2.92,13.2%,2.6%,78.9%,86.7%,50.0%
1.47,10.8%,8.1%,52.7%,74.4%,60.0%
0.64,2.4%,1.2%,57.8%,64.6%,42.9%
0.55,4.5%,4.5%,51.5%,67.6%,34.4%
0.77,8.1%,3.2%,56.5%,60.0%,40.7%
1.78,5.2%,1.7%,65.5%,68.4%,60.0%
1.12,6.1%,1.0%,64.6%,60.9%,68.6%
0.70,1.8%,7.3%,58.2%,68.8%,43.5%
1.29,3.5%,0.0%,72.1%,79.0%,29.2%
1.07,0.0%,0.0%,57.1%,87.5%,50.0%
1.06,5.0%,2.5%,67.8%,78.0%,46.2%
1.23,1.6%,3.9%,63.6%,78.0%,44.7%
1.40,7.1%,2.0%,59.6%,78.0%,50.0%
0.77,0.0%,0.0%,70.8%,60.9%,36.8%
0.76,1.4%,2.9%,63.8%,53.4%,58.0%
1.38,6.2%,2.1%,60.8%,72.9%,65.8%
1.23,8.0%,2.0%,61.0%,75.4%,56.4%
1.57,2.3%,1.1%,63.2%,72.7%,71.9%
1.32,3.4%,0.0%,67.0%,69.5%,44.8%
0.72,0.0%,1.7%,67.8%,47.5%,47.4%
1.36,3.7%,1.9%,50.0%,70.4%,63.0%
1.51,6.8%,0.0%,59.3%,62.9%,75.0%
0.74,3.9%,1.3%,65.8%,56.0%,50.0%
1.25,5.4%,0.0%,71.6%,79.2%,47.6%
