DR,A%,DF%,1stIn,1st%,2nd%
0.76,1.1%,2.2%,65.9%,56.7%,48.4%
0.86,13.5%,5.8%,61.5%,75.0%,42.5%
0.86,18.0%,2.0%,67.0%,80.6%,57.6%
0.69,7.7%,7.7%,53.8%,89.3%,45.8%
1.12,4.4%,4.4%,50.0%,64.7%,67.6%
1.11,9.0%,4.5%,59.7%,87.5%,33.3%
0.96,10.9%,3.9%,55.5%,78.9%,47.4%
1.20,9.2%,1.3%,59.2%,71.1%,54.8%
1.47,10.9%,6.3%,65.6%,78.6%,68.2%
1.65,8.8%,7.0%,64.9%,78.4%,60.0%
0.94,6.0%,4.0%,40.0%,60.0%,63.3%
0.71,9.0%,0.0%,62.7%,66.7%,60.0%
0.68,7.6%,4.5%,72.7%,66.7%,33.3%
